id,price_doc
30737,6709532.0
30738,6109631.5
30739,4304457.5
30740,7028467.0
30741,11634688.0
30742,4151002.75
30743,5120018.0
30744,9755556.0
30745,6990476.5
30746,5836899.0
30747,14247588.0
30748,17473556.0
30749,4794215.5
30750,6750451.5
30751,3172201.25
30752,7281601.5
30753,10269370.0
30754,5620968.5
30755,5268727.0
30756,6037112.5
30757,5303539.0
30758,11061424.0
30759,6250577.5
30760,5054601.0
30761,10385664.0
30762,6998912.5
30763,12511230.0
30764,6220166.0
30765,6180327.0
30766,3595087.0
30767,10098986.0
30768,4522833.0
30769,7182563.0
30770,6206141.0
30771,3063291.25
30772,8397726.0
30773,8298165.0
30774,5645299.5
30775,12464198.0
30776,6166658.0
30777,6441708.5
30778,9406502.0
30779,6735809.0
30780,7687857.5
30781,6720462.5
30782,5468342.0
30783,5776827.5
30784,3718282.25
30785,5317262.5
30786,4242386.0
30787,6213767.5
30788,5865020.0
30789,7700803.5
30790,6546493.5
30791,10342184.0
30792,7226038.0
30793,12343786.0
30794,14932546.0
30795,11575496.0
30796,12339916.0
30797,15201092.0
30798,2657134.25
30799,10962460.0
30800,13464776.0
30801,6254521.0
30802,20365126.0
30803,2755568.25
30804,3661678.75
30805,15265436.0
30806,7158083.0
30807,6114207.0
30808,10708734.0
30809,5019987.0
30810,11659766.0
30811,4515392.0
30812,5569534.5
30813,5291348.5
30814,2547746.5
30815,3967148.25
30816,7753267.0
30817,1916065.25
30818,7858773.5
30819,7867516.0
30820,5075509.5
30821,24124396.0
30822,9183440.0
30823,7577169.0
30824,3620406.0
30825,5438375.5
30826,10516518.0
30827,5665439.5
30828,5955134.0
30829,5467939.5
30830,9029568.0
30831,6898379.5
30832,6131351.0
30833,5084590.0
30834,4274354.0
30835,7831218.0
30836,6912001.0
30837,5139608.0
30838,4725726.0
30839,6092393.0
30840,11260300.0
30841,11465918.0
30842,7514714.0
30843,5456066.0
30844,6616287.5
30845,9157060.0
30846,4292667.0
30847,5831043.0
30848,8792722.0
30849,4475511.5
30850,4075703.0
30851,5109684.5
30852,6643338.0
30853,4431317.5
30854,5772417.0
30855,8073798.5
30856,8777184.0
30857,2337035.25
30858,4265867.5
30859,6090961.0
30860,6036534.0
30861,9236332.0
30862,6407729.0
30863,5631396.5
30864,6407024.5
30865,10294526.0
30866,7357422.0
30867,6130239.5
30868,8109337.5
30869,5814843.0
30870,5047771.0
30871,8249863.5
30872,4943038.0
30873,3781611.75
30874,4834832.0
30875,6591173.0
30876,4973494.0
30877,10649370.0
30878,5659530.0
30879,10578344.0
30880,6420728.5
30881,1844204.625
30882,12026414.0
30883,3703342.0
30884,5790398.5
30885,5411978.5
30886,7693778.5
30887,5706215.5
30888,4438329.5
30889,5190028.0
30890,7326426.0
30891,3474793.5
30892,3595087.0
30893,4254195.0
30894,5464043.5
30895,4239356.0
30896,6299574.5
30897,8097562.5
30898,6999760.0
30899,6803792.0
30900,3362790.25
30901,6881850.5
30902,2031556.5
30903,6459952.5
30904,8014889.0
30905,5741817.0
30906,6625686.5
30907,12166584.0
30908,4195127.0
30909,13430308.0
30910,7165796.5
30911,4276725.0
30912,6556329.0
30913,20025258.0
30914,6234854.0
30915,7854351.5
30916,5654676.5
30917,8934600.0
30918,6943903.5
30919,5216172.5
30920,5019175.5
30921,3905357.5
30922,5779955.0
30923,3338293.25
30924,5297786.0
30925,14093796.0
30926,6636854.0
30927,7722994.0
30928,4432420.5
30929,5297786.0
30930,10195084.0
30931,11089372.0
30932,5179142.0
30933,4324819.0
30934,13915806.0
30935,6951045.5
30936,7271901.5
30937,9278758.0
30938,4359273.0
30939,9479770.0
30940,6605419.5
30941,6364471.0
30942,3518468.25
30943,6764169.0
30944,5053565.5
30945,3763117.25
30946,13390832.0
30947,7130935.0
30948,8648980.0
30949,6385387.5
30950,6184675.0
30951,17152084.0
30952,7733691.5
30953,10080410.0
30954,4689129.0
30955,6501206.5
30956,7210211.0
30957,6003612.5
30958,31403512.0
30959,8228677.5
30960,7474347.5
30961,8817376.0
30962,10781784.0
30963,3668164.75
30964,4636893.0
30965,7066740.0
30966,12148914.0
30967,11759636.0
30968,3483821.75
30969,3473178.25
30970,6301062.0
30971,12656728.0
30972,3638734.25
30973,5209534.0
30974,5132428.5
30975,7766710.5
30976,5267491.5
30977,7492380.0
30978,7686075.5
30979,3484450.75
30980,7170488.5
30981,5664716.0
30982,6761385.5
30983,3887655.75
30984,5790398.5
30985,3661617.25
30986,9838920.0
30987,9518678.0
30988,6400217.0
30989,7398259.5
30990,13187688.0
30991,8798640.0
30992,2576978.0
30993,7590812.5
30994,4838346.5
30995,6983571.0
30996,5885480.5
30997,7218580.5
30998,6217377.0
30999,7490202.0
31000,8103014.0
31001,6354535.0
31002,9482052.0
31003,9300962.0
31004,4385779.5
31005,2763814.75
31006,7809305.5
31007,4010692.75
31008,5745988.5
31009,6595082.0
31010,6402448.5
31011,4167197.75
31012,5925668.5
31013,7052314.0
31014,15224118.0
31015,8239235.5
31016,4121245.25
31017,9783210.0
31018,5264642.0
31019,4462003.5
31020,7253989.5
31021,12158540.0
31022,20300704.0
31023,9817218.0
31024,4590157.0
31025,6146609.5
31026,6042776.0
31027,4532230.5
31028,2805761.0
31029,7879582.5
31030,6927717.0
31031,9722862.0
31032,9817908.0
31033,8417520.0
31034,7810985.5
31035,9985378.0
31036,6985517.0
31037,25033990.0
31038,4344228.0
31039,11325552.0
31040,6026578.0
31041,4331650.0
31042,3307918.75
31043,6554459.5
31044,9162328.0
31045,7544758.0
31046,14596516.0
31047,8316125.0
31048,5625585.0
31049,3934855.5
31050,8046695.5
31051,6552367.0
31052,3760054.25
31053,17328370.0
31054,6205100.0
31055,5611448.0
31056,12262422.0
31057,5561880.0
31058,7240151.0
31059,2943520.5
31060,6974033.0
31061,6641002.0
31062,6455056.5
31063,3638156.75
31064,5106164.0
31065,9775004.0
31066,4317466.5
31067,8050684.0
31068,4229295.5
31069,4640787.5
31070,4715371.0
31071,3361617.75
31072,8139897.0
31073,1844204.625
31074,7429312.0
31075,7000005.5
31076,6949372.0
31077,5778172.5
31078,4336857.5
31079,5176960.5
31080,6686250.0
31081,2944486.0
31082,10883942.0
31083,5019987.0
31084,9762376.0
31085,12766602.0
31086,3816440.75
31087,4904197.0
31088,7682151.0
31089,6288605.5
31090,34523348.0
31091,3309466.0
31092,6960845.5
31093,6251763.0
31094,6241159.0
31095,4936120.0
31096,22088372.0
31097,11471272.0
31098,10845888.0
31099,19497250.0
31100,5070908.0
31101,4104957.75
31102,6089017.5
31103,10534982.0
31104,5575799.5
31105,9052608.0
31106,4465748.0
31107,8790838.0
31108,6790354.5
31109,5509379.5
31110,9474794.0
31111,10897838.0
31112,5900731.5
31113,3533937.25
31114,4594033.5
31115,5610400.5
31116,6018254.0
31117,6085300.0
31118,3819819.25
31119,2987229.25
31120,5698816.5
31121,6944015.0
31122,5915664.0
31123,4940838.0
31124,5617202.5
31125,12153462.0
31126,19881464.0
31127,5407679.5
31128,6280296.0
31129,5590401.0
31130,12535306.0
31131,7222169.5
31132,9651058.0
31133,10622016.0
31134,6345304.5
31135,9747996.0
31136,9207486.0
31137,4261525.0
31138,7289832.0
31139,3887555.25
31140,7108194.5
31141,7528013.0
31142,9834234.0
31143,5212328.0
31144,3815354.75
31145,5881003.5
31146,5767318.5
31147,13758386.0
31148,6379625.0
31149,2122843.0
31150,8419930.0
31151,5025068.5
31152,8105338.5
31153,5501020.0
31154,16451758.0
31155,6700672.0
31156,6663363.5
31157,4042711.25
31158,9342822.0
31159,6021898.5
31160,5187660.0
31161,3456446.0
31162,4624977.0
31163,6038768.0
31164,6142269.0
31165,6263753.0
31166,5758484.0
31167,8223496.0
31168,11854618.0
31169,6844802.0
31170,5530483.0
31171,12611368.0
31172,5370167.5
31173,10984802.0
31174,10733454.0
31175,16595122.0
31176,4955775.0
31177,8361568.0
31178,4260114.0
31179,4822359.5
31180,4287253.5
31181,8951876.0
31182,7190773.5
31183,8158082.0
31184,5023431.0
31185,4385779.5
31186,8256680.0
31187,3579668.75
31188,4940838.0
31189,5034243.0
31190,7417867.5
31191,12764652.0
31192,3973199.5
31193,5301385.5
31194,11744634.0
31195,7114124.0
31196,4932848.5
31197,14669660.0
31198,4993571.5
31199,6686250.0
31200,10914384.0
31201,3770682.75
31202,3807707.5
31203,6458230.5
31204,3671832.5
31205,8930464.0
31206,5866769.5
31207,4278181.5
31208,4961292.0
31209,4101369.0
31210,5669921.5
31211,7318486.5
31212,4806599.5
31213,11017330.0
31214,6782484.0
31215,4943038.0
31216,5790398.5
31217,7090961.0
31218,8343703.0
31219,3327316.5
31220,7422337.5
31221,3725480.75
31222,6767446.5
31223,9793642.0
31224,7124106.0
31225,11498716.0
31226,6167598.0
31227,9495294.0
31228,9911366.0
31229,4776160.5
31230,5682931.0
31231,4366779.0
31232,7305885.0
31233,6619600.0
31234,6237802.0
31235,5389513.5
31236,6296434.0
31237,11479206.0
31238,6686250.0
31239,13165580.0
31240,6742590.5
31241,6403801.5
31242,7036802.5
31243,3676525.0
31244,7127334.5
31245,8057068.0
31246,10763762.0
31247,5706089.5
31248,7289004.5
31249,9743544.0
31250,5564515.5
31251,6982370.5
31252,6363370.0
31253,9076710.0
31254,5848333.0
31255,12107620.0
31256,6828399.0
31257,5182536.0
31258,9008946.0
31259,11235136.0
31260,8043482.0
31261,23544720.0
31262,5741817.0
31263,6100393.5
31264,3723395.75
31265,12421490.0
31266,7889495.0
31267,3823684.75
31268,4203903.5
31269,8217501.5
31270,4373794.0
31271,5416181.0
31272,16716996.0
31273,7807410.0
31274,5875962.5
31275,6954550.5
31276,5452460.0
31277,5023307.0
31278,14465648.0
31279,14757018.0
31280,6782055.0
31281,6925758.0
31282,12154900.0
31283,6327525.5
31284,4071709.25
31285,5405628.0
31286,7578053.0
31287,9838920.0
31288,4433671.0
31289,9146064.0
31290,5849994.0
31291,6464312.5
31292,3817685.25
31293,6992932.5
31294,3765083.25
31295,19104880.0
31296,10006112.0
31297,9476012.0
31298,3660239.25
31299,9743544.0
31300,6963056.0
31301,6394861.5
31302,5546510.5
31303,8251452.5
31304,6931810.0
31305,8449500.0
31306,3231635.75
31307,6285852.5
31308,7973902.5
31309,8791646.0
31310,64628320.0
31311,5370563.5
31312,5675825.0
31313,12133614.0
31314,6623950.0
31315,9782344.0
31316,11817454.0
31317,17526896.0
31318,8657258.0
31319,6751303.5
31320,5934912.0
31321,6896088.5
31322,6022503.0
31323,7882144.0
31324,6462005.5
31325,6050652.5
31326,4696885.5
31327,7549211.0
31328,15101252.0
31329,5557771.0
31330,11418410.0
31331,8701016.0
31332,5823000.0
31333,5271225.5
31334,4194117.75
31335,9066352.0
31336,8403588.0
31337,7440434.0
31338,3954897.75
31339,4887122.5
31340,7143907.5
31341,9743544.0
31342,5021722.5
31343,3499216.75
31344,3875900.75
31345,4984857.0
31346,3802930.75
31347,8133840.0
31348,11417814.0
31349,11092382.0
31350,3544474.25
31351,5445703.0
31352,10010256.0
31353,4939533.5
31354,7513885.5
31355,9595534.0
31356,4328355.0
31357,5141057.5
31358,2228886.75
31359,6501270.0
31360,9693784.0
31361,4772359.0
31362,9843706.0
31363,5370167.5
31364,3433037.5
31365,3660338.75
31366,6693878.0
31367,9730970.0
31368,6182405.5
31369,4203694.0
31370,9688268.0
31371,9042742.0
31372,7061223.0
31373,5148170.0
31374,6420314.5
31375,5776121.0
31376,6686250.0
31377,9181246.0
31378,5861533.0
31379,31843882.0
31380,4245347.5
31381,7755108.0
31382,5685045.0
31383,7853464.5
31384,24966304.0
31385,13114508.0
31386,9017768.0
31387,13166890.0
31388,5238305.5
31389,4478738.0
31390,6856696.5
31391,5501020.0
31392,9731988.0
31393,8489424.0
31394,5077513.0
31395,4152149.75
31396,9541136.0
31397,7406099.5
31398,2359668.5
31399,11522128.0
31400,4268487.0
31401,11491864.0
31402,9500742.0
31403,5161549.5
31404,4406538.5
31405,4180909.75
31406,6115599.5
31407,3372005.75
31408,6213767.5
31409,4323606.5
31410,11432870.0
31411,8076451.5
31412,10572158.0
31413,7610804.0
31414,4117146.0
31415,15836488.0
31416,6575725.5
31417,4478411.0
31418,7212893.5
31419,10004258.0
31420,9498334.0
31421,6641938.5
31422,6329332.5
31423,7237830.0
31424,17727624.0
31425,6377612.5
31426,4600847.0
31427,7611583.5
31428,6944938.5
31429,14672750.0
31430,4650310.0
31431,5583806.5
31432,5063660.0
31433,6345140.5
31434,3860633.25
31435,11246330.0
31436,9480884.0
31437,12377882.0
31438,8662372.0
31439,11915460.0
31440,6898619.0
31441,6709307.0
31442,7646855.0
31443,11467552.0
31444,6200690.5
31445,9511678.0
31446,14655600.0
31447,5739887.0
31448,7937113.5
31449,7455246.0
31450,6596506.0
31451,7820671.0
31452,11412946.0
31453,3187654.5
31454,5448381.0
31455,7745425.0
31456,5106164.0
31457,5061376.0
31458,17236248.0
31459,8258289.0
31460,5188470.0
31461,4535673.5
31462,3719476.75
31463,5726571.0
31464,7775528.5
31465,5183537.5
31466,51694412.0
31467,3457529.25
31468,14154678.0
31469,5086035.0
31470,5573895.0
31471,13163914.0
31472,2379680.5
31473,7618796.5
31474,4285320.0
31475,7624646.5
31476,20833908.0
31477,7155642.0
31478,5152570.5
31479,6116869.0
31480,10162628.0
31481,8573174.0
31482,9942172.0
31483,9915360.0
31484,7078278.5
31485,3217837.75
31486,2967509.25
31487,4625405.0
31488,14497428.0
31489,7815810.0
31490,5276703.5
31491,6298131.5
31492,7862878.0
31493,8787340.0
31494,5161573.5
31495,5461781.0
31496,7610934.0
31497,4547733.0
31498,6369258.0
31499,11366698.0
31500,10591832.0
31501,9107088.0
31502,9543054.0
31503,5264024.5
31504,10004414.0
31505,17252128.0
31506,7450829.0
31507,6524681.5
31508,6470793.5
31509,5492170.5
31510,5464454.5
31511,5181660.5
31512,5885505.5
31513,22355944.0
31514,25874934.0
31515,2047794.875
31516,16594506.0
31517,5954548.5
31518,7782670.5
31519,6326639.5
31520,5017397.5
31521,4887322.5
31522,4427971.0
31523,6658546.5
31524,9478874.0
31525,11296964.0
31526,5846299.5
31527,6654824.0
31528,4449742.5
31529,5864598.0
31530,6329895.0
31531,9305976.0
31532,5741817.0
31533,14389834.0
31534,7587584.0
31535,9974136.0
31536,7454742.5
31537,4242386.0
31538,4836132.0
31539,3681048.25
31540,9750274.0
31541,2716754.5
31542,5672368.5
31543,3687260.75
31544,5061689.5
31545,7645211.0
31546,12314950.0
31547,5643762.5
31548,6222611.0
31549,5540316.5
31550,5417513.5
31551,6036267.0
31552,7898448.0
31553,6046950.0
31554,7841064.0
31555,3827758.5
31556,7560585.5
31557,5908353.5
31558,9838920.0
31559,2840787.5
31560,7725403.5
31561,7011928.0
31562,36259172.0
31563,4087456.75
31564,9460682.0
31565,9368508.0
31566,5951354.5
31567,18005450.0
31568,6506412.0
31569,6951045.5
31570,7018928.5
31571,5997018.0
31572,3570763.25
31573,5523986.0
31574,11939544.0
31575,5659530.0
31576,7178853.0
31577,4972030.0
31578,8253389.0
31579,5497864.0
31580,7156558.0
31581,5579418.0
31582,6305243.5
31583,8529352.0
31584,4020482.75
31585,6751303.5
31586,12568872.0
31587,14161622.0
31588,9389352.0
31589,3540088.25
31590,5442715.0
31591,6577907.0
31592,7512840.5
31593,7353574.5
31594,8490662.0
31595,5617194.5
31596,3622593.25
31597,5657776.5
31598,3658756.0
31599,6545406.5
31600,7171033.5
31601,14517654.0
31602,5440807.0
31603,14283970.0
31604,4671410.5
31605,5188470.0
31606,6555968.5
31607,7423809.0
31608,5328582.0
31609,5473208.0
31610,7420985.5
31611,6016886.5
31612,5674382.5
31613,4789008.0
31614,16170110.0
31615,10083262.0
31616,11433510.0
31617,4495070.5
31618,7154250.5
31619,10300300.0
31620,4238354.0
31621,5277488.5
31622,34806412.0
31623,11500788.0
31624,4861021.0
31625,9960460.0
31626,5344987.5
31627,7341978.5
31628,10672888.0
31629,9946444.0
31630,3889315.5
31631,6127356.5
31632,17878102.0
31633,5230185.5
31634,8365494.5
31635,13321636.0
31636,5921738.5
31637,5668120.0
31638,7981177.5
31639,3572559.75
31640,10822000.0
31641,3974511.75
31642,3264743.25
31643,5894652.5
31644,11106898.0
31645,6249954.5
31646,8655138.0
31647,5539439.5
31648,11028230.0
31649,5955621.0
31650,6870316.0
31651,13570000.0
31652,5623542.5
31653,5498702.0
31654,5449174.0
31655,4302779.0
31656,20061988.0
31657,7542233.5
31658,4220316.0
31659,7609689.0
31660,5089674.0
31661,5118286.0
31662,6844643.0
31663,3819819.25
31664,3508560.25
31665,4385779.5
31666,5428356.0
31667,7875404.0
31668,11701654.0
31669,12255878.0
31670,6727195.5
31671,5803924.0
31672,8576152.0
31673,7052760.0
31674,9156590.0
31675,7438353.5
31676,7290219.0
31677,4848408.5
31678,4932140.5
31679,8359431.0
31680,6853297.0
31681,6278686.5
31682,3763061.5
31683,6751303.5
31684,5068568.5
31685,3531531.75
31686,12825294.0
31687,10237322.0
31688,10337316.0
31689,3742539.25
31690,7590881.5
31691,3768939.75
31692,4529065.5
31693,6535905.5
31694,6509463.0
31695,6925451.5
31696,3377825.75
31697,5100902.5
31698,3286811.75
31699,5455043.0
31700,4872339.0
31701,9159504.0
31702,5960655.0
31703,8955776.0
31704,6148516.0
31705,8889654.0
31706,5545900.0
31707,12415084.0
31708,8630162.0
31709,5167804.5
31710,10936750.0
31711,7293497.0
31712,7797692.0
31713,5509967.5
31714,5455083.5
31715,5329483.5
31716,5882626.0
31717,10402306.0
31718,4926861.5
31719,7431059.5
31720,4401983.0
31721,4472917.0
31722,5908511.0
31723,5632105.0
31724,6037641.5
31725,5148779.5
31726,12867456.0
31727,6468713.5
31728,4744688.0
31729,7144699.5
31730,3545377.25
31731,7487201.0
31732,7831797.0
31733,3758361.75
31734,4244401.5
31735,2896231.25
31736,6351091.5
31737,5368774.0
31738,5389480.0
31739,6071474.0
31740,7664805.5
31741,11361616.0
31742,12846104.0
31743,7829687.5
31744,4808143.5
31745,3792692.75
31746,9748392.0
31747,5092499.5
31748,17421754.0
31749,5584285.0
31750,9223850.0
31751,8057683.0
31752,4373794.0
31753,4046542.75
31754,7643846.5
31755,11018494.0
31756,2161781.0
31757,5962413.5
31758,5786138.0
31759,6410494.5
31760,6191578.0
31761,18246668.0
31762,2561786.5
31763,11595764.0
31764,6368395.5
31765,4087558.25
31766,8844270.0
31767,3624755.25
31768,6904037.5
31769,9690120.0
31770,3638782.0
31771,3887555.25
31772,8481526.0
31773,5826288.5
31774,6698465.0
31775,10353488.0
31776,2031556.5
31777,4215648.0
31778,10005558.0
31779,8702572.0
31780,6925758.0
31781,7235597.0
31782,5671719.0
31783,3774217.75
31784,5819351.0
31785,6531867.0
31786,4855384.0
31787,6964846.5
31788,5315383.0
31789,6258500.0
31790,3860633.25
31791,8617996.0
31792,7253989.5
31793,8253757.0
31794,7033895.0
31795,5900281.5
31796,4975029.5
31797,14174618.0
31798,8156266.5
31799,4299097.5
31800,5796549.0
31801,3472294.75
31802,6450863.0
31803,7731922.5
31804,5055561.0
31805,3521398.75
31806,7241374.0
31807,6497548.0
31808,8463284.0
31809,6454517.0
31810,4050579.25
31811,7304150.5
31812,6728764.0
31813,6463642.5
31814,5764649.0
31815,6215384.5
31816,4997948.0
31817,3484450.75
31818,6390434.0
31819,5893368.5
31820,11083208.0
31821,13699576.0
31822,5212403.5
31823,4738785.5
31824,3676478.75
31825,4811855.5
31826,6122589.0
31827,7796668.5
31828,5384385.5
31829,7908053.0
31830,6552160.5
31831,3198869.0
31832,12053394.0
31833,11846920.0
31834,6440949.0
31835,4674689.0
31836,7324684.0
31837,3370344.25
31838,7812708.5
31839,4770384.5
31840,9701380.0
31841,5053565.5
31842,7283867.0
31843,3638156.75
31844,6152689.0
31845,9078622.0
31846,4855384.0
31847,4856551.0
31848,5943258.5
31849,10124772.0
31850,6623950.0
31851,11835330.0
31852,6035751.0
31853,9750274.0
31854,6403801.5
31855,4750584.0
31856,5460209.5
31857,9286866.0
31858,12000340.0
31859,32528946.0
31860,7075823.0
31861,14810074.0
31862,7043955.5
31863,9998198.0
31864,3179832.75
31865,5107400.0
31866,3258579.0
31867,8387893.5
31868,5196482.5
31869,9838522.0
31870,3441962.75
31871,4929235.0
31872,11840530.0
31873,6328290.5
31874,5016464.0
31875,5759202.5
31876,5195465.5
31877,22821108.0
31878,3496608.5
31879,8395944.0
31880,9862320.0
31881,4745980.5
31882,14639220.0
31883,5016464.0
31884,5185759.5
31885,5779419.0
31886,8438722.0
31887,9039550.0
31888,4016756.5
31889,12166510.0
31890,4681613.5
31891,4231541.0
31892,3751594.75
31893,17654374.0
31894,8186611.5
31895,3611304.5
31896,3642258.75
31897,3602636.75
31898,4020482.75
31899,4278149.5
31900,6261116.5
31901,6995799.5
31902,7082545.5
31903,6703421.5
31904,4413326.0
31905,7078343.0
31906,4192802.0
31907,3715748.25
31908,3834416.25
31909,7314444.0
31910,4199646.0
31911,3861259.75
31912,6477906.0
31913,7493772.5
31914,6476282.5
31915,7308166.0
31916,4433847.0
31917,5405249.5
31918,4689425.5
31919,6774141.5
31920,4022798.75
31921,4315368.0
31922,6344619.0
31923,8270622.0
31924,10498756.0
31925,6532557.0
31926,8741252.0
31927,11111266.0
31928,7035056.5
31929,15115600.0
31930,7598319.0
31931,6379340.0
31932,8355451.0
31933,7956068.5
31934,5950504.5
31935,4885870.0
31936,4114110.75
31937,6490140.0
31938,5547639.0
31939,5826063.0
31940,7464589.0
31941,32179406.0
31942,5795593.0
31943,8213073.5
31944,3705973.25
31945,5565473.5
31946,10522800.0
31947,8388077.5
31948,6573594.0
31949,9539174.0
31950,12363888.0
31951,5452625.5
31952,5520442.0
31953,3641252.25
31954,11149958.0
31955,4673999.0
31956,8326223.5
31957,4395025.0
31958,4241345.5
31959,12527452.0
31960,6677287.5
31961,8595576.0
31962,4649584.5
31963,7211019.0
31964,4994426.0
31965,6468114.5
31966,12948072.0
31967,12228696.0
31968,6392659.0
31969,23588042.0
31970,5924553.5
31971,3999658.75
31972,5406600.5
31973,4991619.5
31974,7147639.5
31975,4110700.25
31976,4412700.0
31977,9089200.0
31978,5294209.5
31979,4796650.5
31980,4966865.0
31981,6183519.5
31982,8622532.0
31983,11962194.0
31984,7433624.0
31985,4949569.5
31986,4186964.75
31987,6313964.0
31988,7866981.5
31989,13071476.0
31990,3484872.0
31991,9587658.0
31992,4710015.0
31993,8733700.0
31994,6992932.5
31995,7270975.5
31996,11346698.0
31997,5658599.5
31998,3790737.75
31999,5489928.5
32000,6265292.0
32001,65939172.0
32002,22760520.0
32003,9684592.0
32004,7073032.0
32005,4857028.5
32006,16113814.0
32007,9813544.0
32008,6696099.5
32009,3731826.25
32010,7152885.0
32011,5024911.5
32012,1851758.375
32013,5583806.5
32014,5101789.5
32015,7910694.5
32016,6824843.0
32017,10405066.0
32018,7119155.0
32019,6059958.0
32020,5537944.5
32021,8432822.0
32022,5246861.5
32023,4045950.0
32024,5893368.5
32025,5672529.5
32026,4771608.5
32027,7355372.0
